AB->A,AB	AB->B,AB	ABC->A,ABC	ABC->B,ABC	ABC->C,ABC	ABCD->A,ABCD	ABCD->B,ABCD	ABCD->C,ABCD	ABCD->D,ABCD	ABCDE->A,ABCDE	ABCDE->B,ABCDE	ABCDE->C,ABCDE	ABCDE->D,ABCDE	ABCDE->E,ABCDE	ABCDEF->A,ABCDEF	ABCDEF->B,ABCDEF	ABCDEF->C,ABCDEF	ABCDEF->D,ABCDEF	ABCDEF->E,ABCDEF	ABCDEF->F,ABCDEF	ABCDEFG->A,ABCDEFG	ABCDEFG->B,ABCDEFG	ABCDEFG->C,ABCDEFG	ABCDEFG->D,ABCDEFG	ABCDEFG->E,ABCDEFG	ABCDEFG->F,ABCDEFG	ABCDEFG->G,ABCDEFG	ABCDEFGH->A,ABCDEFGH	ABCDEFGH->B,ABCDEFGH	ABCDEFGH->C,ABCDEFGH	ABCDEFGH->D,ABCDEFGH	ABCDEFGH->E,ABCDEFGH	ABCDEFGH->F,ABCDEFGH	ABCDEFGH->G,ABCDEFGH	ABCDEFGH->H,ABCDEFGH	ABCDEFH->A,ABCDEFH	ABCDEFH->B,ABCDEFH	ABCDEFH->C,ABCDEFH	ABCDEFH->D,ABCDEFH	ABCDEFH->E,ABCDEFH	ABCDEFH->F,ABCDEFH	ABCDEFH->H,ABCDEFH	ABCDEG->B,ABCDEG	ABCDEG->C,ABCDEG	ABCDEG->D,ABCDEG	ABCDEG->E,ABCDEG	ABCDEG->G,ABCDEG	ABCDEGH->A,ABCDEGH	ABCDEGH->B,ABCDEGH	ABCDEGH->C,ABCDEGH	ABCDEGH->D,ABCDEGH	ABCDEGH->E,ABCDEGH	ABCDEGH->G,ABCDEGH	ABCDEGH->H,ABCDEGH	ABCDEH->A,ABCDEH	ABCDEH->B,ABCDEH	ABCDEH->C,ABCDEH	ABCDEH->D,ABCDEH	ABCDEH->E,ABCDEH	ABCDEH->H,ABCDEH	ABCDF->A,ABCDF	ABCDF->B,ABCDF	ABCDF->C,ABCDF	ABCDF->D,ABCDF	ABCDF->F,ABCDF	ABCDFG->A,ABCDFG	ABCDFG->B,ABCDFG	ABCDFG->C,ABCDFG	ABCDFG->D,ABCDFG	ABCDFG->G,ABCDFG	ABCDFGH->A,ABCDFGH	ABCDFGH->B,ABCDFGH	ABCDFGH->C,ABCDFGH	ABCDFGH->D,ABCDFGH	ABCDFGH->G,ABCDFGH	ABCDFGH->H,ABCDFGH	ABCDFH->A,ABCDFH	ABCDFH->B,ABCDFH	ABCDFH->C,ABCDFH	ABCDFH->F,ABCDFH	ABCDFH->H,ABCDFH	ABCDG->A,ABCDG	ABCDG->C,ABCDG	ABCDG->D,ABCDG	ABCDG->G,ABCDG	ABCDGH->A,ABCDGH	ABCDGH->D,ABCDGH	ABCDGH->G,ABCDGH	ABCDGH->H,ABCDGH	ABCDH->A,ABCDH	ABCDH->B,ABCDH	ABCDH->D,ABCDH	ABCDH->H,ABCDH	ABCE->A,ABCE	ABCE->B,ABCE	ABCE->C,ABCE	ABCE->E,ABCE	ABCEF->A,ABCEF	ABCEF->B,ABCEF	ABCEF->C,ABCEF	ABCEF->E,ABCEF	ABCEF->F,ABCEF	ABCEFG->A,ABCEFG	ABCEFG->B,ABCEFG	ABCEFG->C,ABCEFG	ABCEFG->E,ABCEFG	ABCEFG->G,ABCEFG	ABCEFGH->B,ABCEFGH	ABCEFGH->C,ABCEFGH	ABCEFGH->E,ABCEFGH	ABCEFGH->F,ABCEFGH	ABCEFGH->G,ABCEFGH	ABCEFGH->H,ABCEFGH	ABCEFH->A,ABCEFH	ABCEFH->C,ABCEFH	ABCEFH->F,ABCEFH	ABCEFH->H,ABCEFH	ABCEG->A,ABCEG	ABCEG->B,ABCEG	ABCEG->C,ABCEG	ABCEG->E,ABCEG	ABCEG->G,ABCEG	ABCEGH->A,ABCEGH	ABCEGH->B,ABCEGH	ABCEGH->C,ABCEGH	ABCEGH->G,ABCEGH	ABCEH->A,ABCEH	ABCEH->B,ABCEH	ABCEH->C,ABCEH	ABCEH->E,ABCEH	ABCF->A,ABCF	ABCF->B,ABCF	ABCF->C,ABCF	ABCF->F,ABCF	ABCFG->A,ABCFG	ABCFG->B,ABCFG	ABCFG->C,ABCFG	ABCFG->F,ABCFG	ABCFG->G,ABCFG	ABCFGH->A,ABCFGH	ABCFGH->B,ABCFGH	ABCFGH->C,ABCFGH	ABCFGH->F,ABCFGH	ABCFGH->G,ABCFGH	ABCFH->A,ABCFH	ABCFH->B,ABCFH	ABCFH->C,ABCFH	ABCFH->F,ABCFH	ABCFH->H,ABCFH	ABCG->A,ABCG	ABCG->B,ABCG	ABCG->C,ABCG	ABCG->G,ABCG	ABCGH->A,ABCGH	ABCGH->B,ABCGH	ABCGH->C,ABCGH	ABCGH->G,ABCGH	ABCGH->H,ABCGH	ABCH->A,ABCH	ABCH->B,ABCH	ABCH->C,ABCH	ABCH->H,ABCH	ABD->A,ABD	ABD->B,ABD	ABD->D,ABD	ABDE->A,ABDE	ABDE->B,ABDE	ABDE->D,ABDE	ABDEF->A,ABDEF	ABDEF->B,ABDEF	ABDEF->D,ABDEF	ABDEF->E,ABDEF	ABDEF->F,ABDEF	ABDEFG->A,ABDEFG	ABDEFG->G,ABDEFG	ABDEFGH->B,ABDEFGH	ABDEFGH->E,ABDEFGH	ABDEFGH->F,ABDEFGH	ABDEFGH->G,ABDEFGH	ABDEFGH->H,ABDEFGH	ABDEFH->E,ABDEFH	ABDEFH->H,ABDEFH	ABDEG->E,ABDEG	ABDEG->G,ABDEG	ABDEGH->E,ABDEGH	ABDEGH->G,ABDEGH	ABDEGH->H,ABDEGH	ABDEH->B,ABDEH	ABDEH->D,ABDEH	ABDEH->H,ABDEH	ABDF->A,ABDF	ABDF->B,ABDF	ABDF->F,ABDF	ABDFG->A,ABDFG	ABDFG->G,ABDFG	ABDFH->H,ABDFH	ABDG->A,ABDG	ABDG->B,ABDG	ABDG->D,ABDG	ABDG->G,ABDG	ABDGH->G,ABDGH	ABDGH->H,ABDGH	ABDH->A,ABDH	ABDH->B,ABDH	ABE->A,ABE	ABE->B,ABE	ABEFG->A,ABEFG	ABEFG->B,ABEFG	ABEFG->E,ABEFG	ABEFG->F,ABEFG	ABEFG->G,ABEFG	ABEFGH->E,ABEFGH	ABEFGH->F,ABEFGH	ABEFGH->G,ABEFGH	ABEFGH->H,ABEFGH	ABEFH->H,ABEFH	ABEG->E,ABEG	ABEG->G,ABEG	ABEGH->A,ABEGH	ABEGH->H,ABEGH	ABEH->A,ABEH	ABF->A,ABF	ABF->B,ABF	ABF->F,ABF	ABFG->B,ABFG	ABFG->F,ABFG	ABFG->G,ABFG	ABFGH->H,ABFGH	ABFH->A,ABFH	ABG->A,ABG	ABG->B,ABG	ABG->G,ABG	ABGH->G,ABGH	ABGH->H,ABGH	ABH->A,ABH	ABH->B,ABH	ABH->H,ABH	AC->A,AC	AC->C,AC	ACD->A,ACD	ACD->C,ACD	ACD->D,ACD	ACDE->A,ACDE	ACDE->C,ACDE	ACDE->D,ACDE	ACDE->E,ACDE	ACDEF->A,ACDEF	ACDEF->C,ACDEF	ACDEF->D,ACDEF	ACDEF->E,ACDEF	ACDEF->F,ACDEF	ACDEFG->A,ACDEFG	ACDEFG->D,ACDEFG	ACDEFG->E,ACDEFG	ACDEFG->F,ACDEFG	ACDEFG->G,ACDEFG	ACDEFGH->A,ACDEFGH	ACDEFGH->C,ACDEFGH	ACDEFGH->D,ACDEFGH	ACDEFGH->E,ACDEFGH	ACDEFGH->F,ACDEFGH	ACDEFGH->G,ACDEFGH	ACDEFGH->H,ACDEFGH	ACDEFH->A,ACDEFH	ACDEFH->C,ACDEFH	ACDEFH->D,ACDEFH	ACDEFH->E,ACDEFH	ACDEFH->F,ACDEFH	ACDEFH->H,ACDEFH	ACDEG->A,ACDEG	ACDEG->C,ACDEG	ACDEG->D,ACDEG	ACDEG->G,ACDEG	ACDEGH->C,ACDEGH	ACDEGH->G,ACDEGH	ACDEGH->H,ACDEGH	ACDEH->A,ACDEH	ACDEH->C,ACDEH	ACDEH->E,ACDEH	ACDEH->H,ACDEH	ACDF->A,ACDF	ACDF->C,ACDF	ACDF->D,ACDF	ACDF->F,ACDF	ACDFG->A,ACDFG	ACDFG->D,ACDFG	ACDFG->F,ACDFG	ACDFG->G,ACDFG	ACDFGH->A,ACDFGH	ACDFGH->C,ACDFGH	ACDFGH->F,ACDFGH	ACDFGH->G,ACDFGH	ACDFGH->H,ACDFGH	ACDFH->A,ACDFH	ACDFH->C,ACDFH	ACDFH->D,ACDFH	ACDFH->F,ACDFH	ACDFH->H,ACDFH	ACDG->A,ACDG	ACDG->C,ACDG	ACDG->D,ACDG	ACDG->G,ACDG	ACDGH->A,ACDGH	ACDGH->C,ACDGH	ACDGH->D,ACDGH	ACDGH->G,ACDGH	ACDGH->H,ACDGH	ACDH->A,ACDH	ACDH->C,ACDH	ACDH->D,ACDH	ACDH->H,ACDH	ACE->A,ACE	ACE->C,ACE	ACE->E,ACE	ACEF->A,ACEF	ACEF->C,ACEF	ACEF->E,ACEF	ACEF->F,ACEF	ACEFG->F,ACEFG	ACEFG->G,ACEFG	ACEFGH->A,ACEFGH	ACEFGH->G,ACEFGH	ACEFGH->H,ACEFGH	ACEFH->A,ACEFH	ACEFH->F,ACEFH	ACEFH->H,ACEFH	ACEG->C,ACEG	ACEG->G,ACEG	ACEGH->A,ACEGH	ACEGH->C,ACEGH	ACEGH->G,ACEGH	ACEGH->H,ACEGH	ACEH->A,ACEH	ACEH->C,ACEH	ACEH->E,ACEH	ACEH->H,ACEH	ACF->A,ACF	ACF->C,ACF	ACF->F,ACF	ACFG->A,ACFG	ACFG->C,ACFG	ACFG->G,ACFG	ACFGH->A,ACFGH	ACFGH->C,ACFGH	ACFGH->G,ACFGH	ACFGH->H,ACFGH	ACFH->A,ACFH	ACFH->C,ACFH	ACFH->F,ACFH	ACFH->H,ACFH	ACG->A,ACG	ACG->C,ACG	ACG->G,ACG	ACGH->A,ACGH	ACGH->C,ACGH	ACGH->G,ACGH	ACGH->H,ACGH	ACH->A,ACH	ACH->C,ACH	ACH->H,ACH	AD->A,AD	AD->D,AD	ADE->A,ADE	ADE->D,ADE	ADE->E,ADE	ADEF->A,ADEF	ADEF->D,ADEF	ADEF->E,ADEF	ADEF->F,ADEF	ADEFG->A,ADEFG	ADEFG->E,ADEFG	ADEFG->G,ADEFG	ADEFGH->A,ADEFGH	ADEFGH->F,ADEFGH	ADEFGH->G,ADEFGH	ADEFGH->H,ADEFGH	ADEFH->A,ADEFH	ADEFH->H,ADEFH	ADEG->D,ADEG	ADEG->E,ADEG	ADEG->G,ADEG	ADEGH->A,ADEGH	ADEGH->D,ADEGH	ADEGH->G,ADEGH	ADEGH->H,ADEGH	ADEH->A,ADEH	ADEH->D,ADEH	ADEH->H,ADEH	ADF->A,ADF	ADF->D,ADF	ADF->F,ADF	ADFG->A,ADFG	ADFG->F,ADFG	ADFG->G,ADFG	ADFGH->A,ADFGH	ADFGH->H,ADFGH	ADG->A,ADG	ADG->D,ADG	ADG->G,ADG	ADGH->D,ADGH	ADH->D,ADH	ADH->H,ADH	AE->A,AE	AE->E,AE	AEF->E,AEF	AEF->F,AEF	AEFG->A,AEFG	AEFG->F,AEFG	AEFG->G,AEFG	AEFH->E,AEFH	AEFH->F,AEFH	AEG->A,AEG	AEG->G,AEG	AEGH->H,AEGH	AEH->A,AEH	AEH->E,AEH	AEH->H,AEH	AF->A,AF	AF->F,AF	AFG->G,AFG	AFGH->F,AFGH	AFGH->G,AFGH	AFH->A,AFH	AFH->F,AFH	AFH->H,AFH	AG->A,AG	AG->G,AG	AGH->A,AGH	AGH->G,AGH	AGH->H,AGH	AH->A,AH	AH->H,AH	BC->B,BC	BC->C,BC	BCD->B,BCD	BCD->C,BCD	BCD->D,BCD	BCDE->B,BCDE	BCDE->C,BCDE	BCDE->D,BCDE	BCDE->E,BCDE	BCDEF->B,BCDEF	BCDEF->C,BCDEF	BCDEF->D,BCDEF	BCDEF->E,BCDEF	BCDEF->F,BCDEF	BCDEFG->B,BCDEFG	BCDEFG->C,BCDEFG	BCDEFG->D,BCDEFG	BCDEFG->E,BCDEFG	BCDEFG->G,BCDEFG	BCDEFGH->B,BCDEFGH	BCDEFGH->C,BCDEFGH	BCDEFGH->F,BCDEFGH	BCDEFGH->G,BCDEFGH	BCDEFGH->H,BCDEFGH	BCDEFH->C,BCDEFH	BCDEFH->D,BCDEFH	BCDEFH->E,BCDEFH	BCDEFH->F,BCDEFH	BCDEFH->H,BCDEFH	BCDEG->B,BCDEG	BCDEG->C,BCDEG	BCDEG->D,BCDEG	BCDEG->E,BCDEG	BCDEG->G,BCDEG	BCDEGH->B,BCDEGH	BCDEGH->C,BCDEGH	BCDEGH->D,BCDEGH	BCDEGH->E,BCDEGH	BCDEGH->G,BCDEGH	BCDEH->B,BCDEH	BCDEH->D,BCDEH	BCDEH->E,BCDEH	BCDF->B,BCDF	BCDF->C,BCDF	BCDF->D,BCDF	BCDF->F,BCDF	BCDFG->C,BCDFG	BCDFG->D,BCDFG	BCDFG->G,BCDFG	BCDFGH->B,BCDFGH	BCDFGH->C,BCDFGH	BCDFGH->D,BCDFGH	BCDFGH->H,BCDFGH	BCDFH->B,BCDFH	BCDFH->F,BCDFH	BCDFH->H,BCDFH	BCDG->B,BCDG	BCDG->C,BCDG	BCDG->D,BCDG	BCDG->G,BCDG	BCDGH->B,BCDGH	BCDGH->G,BCDGH	BCDGH->H,BCDGH	BCDH->B,BCDH	BCDH->C,BCDH	BCDH->H,BCDH	BCE->B,BCE	BCE->C,BCE	BCE->E,BCE	BCEF->B,BCEF	BCEF->C,BCEF	BCEF->E,BCEF	BCEF->F,BCEF	BCEFG->B,BCEFG	BCEFG->C,BCEFG	BCEFG->E,BCEFG	BCEFG->F,BCEFG	BCEFG->G,BCEFG	BCEFGH->C,BCEFGH	BCEFGH->F,BCEFGH	BCEFGH->H,BCEFGH	BCEFH->B,BCEFH	BCEFH->C,BCEFH	BCEFH->E,BCEFH	BCEFH->H,BCEFH	BCEG->C,BCEG	BCEG->E,BCEG	BCEGH->H,BCEGH	BCEH->B,BCEH	BCEH->C,BCEH	BCF->B,BCF	BCF->C,BCF	BCF->F,BCF	BCFG->C,BCFG	BCFG->G,BCFG	BCFGH->C,BCFGH	BCFGH->G,BCFGH	BCFGH->H,BCFGH	BCFH->B,BCFH	BCFH->C,BCFH	BCFH->F,BCFH	BCG->B,BCG	BCG->C,BCG	BCG->G,BCG	BCGH->B,BCGH	BCGH->C,BCGH	BCGH->G,BCGH	BCGH->H,BCGH	BCH->B,BCH	BCH->C,BCH	BCH->H,BCH	BD->B,BD	BD->D,BD	BDE->B,BDE	BDE->D,BDE	BDE->E,BDE	BDEF->B,BDEF	BDEF->D,BDEF	BDEF->E,BDEF	BDEFG->E,BDEFG	BDEFG->G,BDEFG	BDEFGH->D,BDEFGH	BDEFGH->G,BDEFGH	BDEG->D,BDEG	BDEG->G,BDEG	BDEGH->G,BDEGH	BDEH->E,BDEH	BDF->B,BDF	BDF->F,BDF	BDFG->G,BDFG	BDFGH->G,BDFGH	BDFGH->H,BDFGH	BDFH->H,BDFH	BDG->B,BDG	BDG->G,BDG	BDGH->B,BDGH	BDGH->D,BDGH	BDGH->G,BDGH	BDGH->H,BDGH	BDH->B,BDH	BDH->D,BDH	BDH->H,BDH	BE->B,BE	BE->E,BE	BEF->B,BEF	BEF->E,BEF	BEFG->B,BEFG	BEFG->G,BEFG	BEFGH->E,BEFGH	BEFGH->F,BEFGH	BEFGH->G,BEFGH	BEFGH->H,BEFGH	BEFH->B,BEFH	BEG->E,BEG	BEGH->G,BEGH	BEGH->H,BEGH	BEH->B,BEH	BEH->E,BEH	BF->B,BF	BF->F,BF	BFG->B,BFG	BFG->F,BFG	BFG->G,BFG	BFGH->F,BFGH	BFGH->G,BFGH	BFGH->H,BFGH	BFH->B,BFH	BFH->F,BFH	BFH->H,BFH	BG->B,BG	BG->G,BG	BGH->B,BGH	BGH->G,BGH	BGH->H,BGH	BH->B,BH	BH->H,BH	CD->C,CD	CD->D,CD	CDE->C,CDE	CDE->D,CDE	CDE->E,CDE	CDEF->C,CDEF	CDEF->D,CDEF	CDEF->E,CDEF	CDEF->F,CDEF	CDEFG->C,CDEFG	CDEFG->D,CDEFG	CDEFG->E,CDEFG	CDEFG->F,CDEFG	CDEFG->G,CDEFG	CDEFGH->C,CDEFGH	CDEFGH->D,CDEFGH	CDEFGH->E,CDEFGH	CDEFGH->G,CDEFGH	CDEFH->C,CDEFH	CDEFH->D,CDEFH	CDEFH->E,CDEFH	CDEFH->H,CDEFH	CDEG->C,CDEG	CDEG->D,CDEG	CDEG->G,CDEG	CDEGH->E,CDEGH	CDEGH->G,CDEGH	CDEGH->H,CDEGH	CDEH->C,CDEH	CDEH->E,CDEH	CDEH->H,CDEH	CDF->C,CDF	CDF->D,CDF	CDF->F,CDF	CDFG->C,CDFG	CDFG->D,CDFG	CDFG->G,CDFG	CDFGH->C,CDFGH	CDFGH->G,CDFGH	CDFGH->H,CDFGH	CDFH->C,CDFH	CDG->C,CDG	CDG->D,CDG	CDG->G,CDG	CDGH->C,CDGH	CDGH->D,CDGH	CDGH->G,CDGH	CDGH->H,CDGH	CDH->C,CDH	CDH->D,CDH	CDH->H,CDH	CE->C,CE	CE->E,CE	CEF->C,CEF	CEF->E,CEF	CEF->F,CEF	CEFG->C,CEFG	CEFG->G,CEFG	CEFGH->E,CEFGH	CEFGH->G,CEFGH	CEFGH->H,CEFGH	CEFH->C,CEFH	CEFH->H,CEFH	CEG->C,CEG	CEG->E,CEG	CEG->G,CEG	CEH->C,CEH	CEH->E,CEH	CEH->H,CEH	CF->C,CF	CF->F,CF	CFG->C,CFG	CFG->G,CFG	CFGH->C,CFGH	CFGH->F,CFGH	CFGH->G,CFGH	CFGH->H,CFGH	CFH->C,CFH	CFH->F,CFH	CFH->H,CFH	CG->C,CG	CG->G,CG	CGH->C,CGH	CGH->G,CGH	CGH->H,CGH	CH->C,CH	CH->H,CH	DE->D,DE	DE->E,DE	DEF->D,DEF	DEF->E,DEF	DEF->F,DEF	DEFG->D,DEFG	DEFG->E,DEFG	DEFG->F,DEFG	DEFG->G,DEFG	DEFGH->D,DEFGH	DEFGH->E,DEFGH	DEFGH->F,DEFGH	DEFGH->G,DEFGH	DEFGH->H,DEFGH	DEFH->D,DEFH	DEFH->E,DEFH	DEFH->F,DEFH	DEFH->H,DEFH	DEG->D,DEG	DEG->E,DEG	DEG->G,DEG	DEGH->D,DEGH	DEGH->E,DEGH	DEGH->G,DEGH	DEH->H,DEH	DF->D,DF	DF->F,DF	DFG->D,DFG	DFG->F,DFG	DFG->G,DFG	DFGH->D,DFGH	DFGH->F,DFGH	DFGH->G,DFGH	DFGH->H,DFGH	DFH->D,DFH	DFH->F,DFH	DFH->H,DFH	DG->D,DG	DG->G,DG	DGH->D,DGH	DGH->G,DGH	DGH->H,DGH	DH->D,DH	DH->H,DH	EF->E,EF	EF->F,EF	EFG->E,EFG	EFG->F,EFG	EFG->G,EFG	EFGH->E,EFGH	EFGH->F,EFGH	EFGH->G,EFGH	EFGH->H,EFGH	EFH->E,EFH	EFH->F,EFH	EFH->H,EFH	EG->E,EG	EG->G,EG	EGH->E,EGH	EGH->G,EGH	EGH->H,EGH	EH->E,EH	EH->H,EH	FG->F,FG	FG->G,FG	FGH->F,FGH	FGH->G,FGH	FGH->H,FGH	FH->F,FH	FH->H,FH	GH->G,GH	GH->H,GH
1	0	0	1	0	7	1	1	1	0	0	0	0	1	1	1	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	2	5	4	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	2	0	1	1	0	7	2	0	0	3	0	0	0	0	0	0	0	34	34	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	24	7
2	0	1	0	1	4	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	1	0	2	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	4	5	1	2	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	3	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	29	30	1	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	4	3	26	4
